run_id,run_time_utc,data_through,model,feature_count,features,point_in_time_macro,status
20260909T012014Z,2026-09-09T01:20:14.263275+00:00,2026-09-08,RidgeCV expanding-window,24,return_1d|return_5d|return_20d|realized_vol_20d|velocity|acceleration|jerk|opposite_velocity|opposite_acceleration|ma_distance_20|ma_distance_50|ma_distance_200|distance_to_20d_high|distance_to_20d_low|distance_to_60d_high|distance_to_60d_low|vix|vix_change_1d|ust_2y|ust_10y|ust_30y|curve_10y_2y|wti_change_5d|dollar_change_5d,False,success
