metric,value
mae_return,0.007918490041166962
rmse_return,0.01098479878284514
directional_accuracy,0.5154241645244216
signal_hit_rate,0.5518672199170125
strategy_cagr,0.12013994407156425
benchmark_cagr,0.17147701192161824
strategy_max_drawdown,-0.19269357505975127
benchmark_max_drawdown,-0.25425096319028595
