date,origin_date,actual_close,predicted_close,actual_return,predicted_return,origin_return_1d,entry_threshold,exit_threshold,signal,position,velocity,acceleration,jerk,opposite_velocity,strategy_return,benchmark_equity,strategy_equity,residual
2020-09-18,2020-09-17,3319.47,3357.860472490089,-0.011245565213034325,0.00025331017124478476,-0.008447955322131051,0.0,0.0,ENTER,1.0,-0.7478077120777332,-0.3356555140629049,0.5403162598779607,0.7478077120777332,-0.011445565213034326,1.047171239834192,1.009855352917951,-0.01149887538427911
2020-09-21,2020-09-18,3281.06,3314.7609288246454,-0.011638590711243069,-0.0014196285950075268,-0.011245565213034325,0.0,0.0,EXIT,0.0,-1.0375119137910807,-0.28970420171334743,0.04595131234955746,1.0375119137910807,-0.0002,1.0350542912484146,1.009653402043128,-0.010218962116235542
2020-09-22,2020-09-21,3315.57,3287.942363517093,0.010463013638869256,0.002095406776996223,-0.011638590711243069,0.0,0.0,ENTER,1.0,-1.0682607934854589,-0.03074887969437823,0.2589553220189692,1.0682607934854589,0.010263013638869256,1.0459409326359492,1.0200688441702255,0.008367606861873033
2020-09-23,2020-09-22,3236.92,3308.4209003587844,-0.02400729416109293,-0.002158548381056311,0.010463013638869256,0.0,0.0,EXIT,0.0,1.0031515874219992,2.071412380907458,2.1021612606018363,-1.0031515874219992,-0.0002,1.0211297374713708,1.0198648508014083,-0.021848745780036618
2020-09-24,2020-09-23,3246.59,3240.131450677882,0.002982954347357847,0.00099163978100285,-0.02400729416109293,0.0,0.0,ENTER,1.0,-2.2228195382981144,-3.225971125720114,-5.297383506627572,2.2228195382981144,0.0027829543473578467,1.0241802683962469,1.0227070411302719,0.001991314566354997
2020-09-25,2020-09-24,3298.46,3246.22815111526,0.015850478138508706,-0.00011146127203720037,0.002982954347357847,0.0,0.0,EXIT,0.0,0.28036619557008735,2.503185733868202,5.729156859588316,-0.28036619557008735,-0.0002,1.0405433541328846,1.022502520174823,0.015961939410545908
2020-10-02,2020-10-01,3348.44,3381.625126822752,-0.00961780214318253,0.00024403281703598068,0.00527893512152211,-0.0012125330198336443,-0.0029129044016610703,ENTER,1.0,0.4918141834534134,-0.27245037772692343,-1.4824233061779228,-0.4918141834534134,-0.00981780214318253,1.0563102140734515,1.0125129109848718,-0.00986183496021851
2020-10-09,2020-10-08,3477.13,3435.9197382741613,0.008752272809347872,-0.0031703232803522788,0.007975248642445365,-0.0009496472655597819,-0.002606766966159347,EXIT,0.0,0.7181870368598259,-0.8340729497885623,-3.6633371067803426,-0.7181870368598259,-0.0002,1.096907196981646,1.042055988695972,0.01192259608970015
2020-10-14,2020-10-13,3488.67,3509.0671267001076,-0.006645169155040875,-0.0008155176271679109,-0.006326880453748629,-0.0009812956431442046,-0.002689518297910686,ENTER,1.0,-0.5596087924079255,-2.0011161500427552,-2.656391476395411,0.5596087924079255,-0.006845169155040875,1.1005476444349098,1.0349472970400044,-0.005829651527872964
2020-10-21,2020-10-20,3435.56,3432.428675022684,-0.0021980970313855153,-0.003109957939274835,0.004716138487298238,-0.0009671187503953858,-0.0025398481497992276,EXIT,0.0,0.4145543747066561,1.8593068552514334,3.316101207410746,-0.4145543747066561,-0.0002,1.0837933841019072,1.02123018775095,0.0009118609078893197
2020-10-27,2020-10-26,3390.68,3414.32022363923,-0.003030193803752468,0.003917732121972172,-0.018764495369547163,-0.0011907825596310288,-0.0028738451617766063,ENTER,1.0,-1.6318486620331414,-1.9377274105773221,-1.781264835547153,1.6318486620331414,-0.003230193803752468,1.0696353874205822,1.0179367384297624,-0.00694792592572464
2020-10-30,2020-10-29,3269.96,3283.048331313428,-0.012203669046733978,-0.008209061362515011,0.011876501443804699,-0.00099263715734326,-0.002672300686961785,EXIT,0.0,0.9530751805853203,3.8521543306344888,6.487196447881711,-0.9530751805853203,-0.0002,1.0315526476841836,0.9935495971644175,-0.003994607684218967
2020-11-10,2020-11-09,3545.53,3547.738387719133,-0.0014007834839127042,-0.0007781120524161997,0.011631958050303481,-0.001322606022782576,-0.003247269690337287,ENTER,1.0,0.8761029393838656,0.8978995247038996,2.3791414417919627,-0.8761029393838656,-0.0016007834839127043,1.118484892458531,0.9919604116891177,-0.0006226714314965045
2020-11-12,2020-11-11,3537.01,3557.2003835436003,-0.01002867890894521,-0.004336590017915843,0.007622761226929953,-0.0013181305761282812,-0.0031874224825711697,EXIT,0.0,0.5728881847295815,0.6783862306172391,1.6599872158887625,-0.5728881847295815,-0.0002,1.115797144425446,0.9993508919237405,-0.005692088891029367
2020-11-13,2020-11-12,3585.15,3541.4921903902973,0.013518576706374574,0.0012664235649844909,-0.01002867890894521,-0.0013237833900841853,-0.0032429948897825644,ENTER,1.0,-0.7504644785830898,-1.3233526633126713,-2.0017388939299106,0.7504644785830898,0.013318576706374574,1.1309835517391487,1.0127498529158927,0.012252153141390084
2020-11-16,2020-11-13,3626.91,3566.102893281603,0.011580731916657427,-0.005326941178882918,0.013518576706374574,-0.0013149495080516669,-0.003213071285899506,EXIT,0.0,1.0042692422087616,1.7547337207918514,3.0780863841045227,-1.0042692422087616,-0.0002,1.14415730266188,1.0125473231989564,0.016907673095540345
2020-11-19,2020-11-18,3581.87,3563.170701840815,0.003938653922539004,-0.001295561425295432,-0.011631213479601499,-0.0013332023284970591,-0.0032745489284085735,ENTER,1.0,-0.8560227824882556,-0.5001371570546467,0.7118392707528529,0.8560227824882556,0.0037386539225390037,1.1299488318390887,1.0163399725045361,0.005234215347834436
2020-11-20,2020-11-19,3557.54,3564.748824410773,-0.006815715636271591,-0.004791415007585765,0.003938653922539004,-0.0013191909321538194,-0.0032599814329938082,EXIT,0.0,0.2909530750949799,1.1469758575832354,1.647113014637882,-0.2909530750949799,-0.0002,1.1222736077023523,1.0161367248354798,-0.002024300628685826
2020-12-08,2020-12-07,3702.25,3686.8772669437694,0.0027832605897479823,-0.0013776517020878546,-0.0019374711787083498,-0.0014534331073280968,-0.003516256011956762,ENTER,1.0,-0.16594207198675395,-0.9199840759373868,-1.7265161654052206,0.16594207198675395,0.002583260589747982,1.1679243140248712,1.0187650641716275,0.004160912291835837
2020-12-16,2020-12-15,3701.17,3681.205019896252,0.0017712784469292586,-0.0036375577944475312,0.012838447626448257,-0.0013725737419064076,-0.0033085280856081593,EXIT,0.0,1.1244848452082816,1.5057133434263337,1.7773919192227832,-1.1244848452082816,-0.0002,1.1675836135699715,1.0164621694125135,0.00540883624137679
2020-12-17,2020-12-16,3722.48,3696.432415402501,0.005741126947631514,-0.0012808434352529646,0.0017712784469292586,-0.0013860470806717892,-0.003356573393267722,ENTER,1.0,0.15588513225514863,-0.968599712953133,-2.474313056379467,-0.15588513225514863,0.0055411269476315144,1.174306138286528,1.0221101489652118,0.007021970382884478
2021-01-08,2021-01-07,3824.68,3791.6307443271567,0.005476865536104825,-0.0032017360115520763,0.014738221178340893,-0.0013107080839495143,-0.0031805018799674653,EXIT,0.0,1.4702304367201775,0.9043557540951501,1.0377847161871676,-1.4702304367201775,-0.0002,1.2065464961481907,1.0442271987525367,0.0086786015476569
2021-01-11,2021-01-08,3799.61,3822.1548178255157,-0.0065763737616642,-0.0006604516316705177,0.005476865536104825,-0.0013144193300388977,-0.003192689582319761,ENTER,1.0,0.5482636909566979,-0.9219667457634796,-1.8263224998586298,-0.5482636909566979,-0.0067763737616642,1.1986378291071744,1.0371750459590419,-0.005915922129993683
2021-01-29,2021-01-28,3714.24,3754.446947719572,-0.01950040596712732,-0.008733497025679635,0.009713334927598183,-0.0010124848071916067,-0.0028602346342863636,EXIT,0.0,1.1133035148111856,4.045037030888297,6.794158657444508,-1.1133035148111856,-0.0002,1.1717067200010087,1.0336298906776025,-0.010766908941447686
2021-02-01,2021-01-29,3773.86,3721.1456851799985,0.01592426914071865,0.001857519557960488,-0.01950040596712732,-0.001055350244156751,-0.003011029035405143,ENTER,1.0,-2.1485342419583002,-3.261837756769486,-7.306874787657783,2.1485342419583002,0.01572426914071865,1.1905146469649264,1.050011421540617,0.014066749582758161
2021-02-02,2021-02-01,3826.31,3761.4802707921162,0.01380254196564934,-0.003285781371776296,0.01592426914071865,-0.000995472535893024,-0.002929832050187339,EXIT,0.0,1.7638229718628635,3.9123572138211635,7.17419497059065,-1.7638229718628635,-0.0002,1.2070607014643808,1.0498014402551374,0.017088323337425635
2021-02-05,2021-02-04,3886.83,3875.733907886993,0.0038898969855534204,0.0010310220565500554,0.01079482976893864,-0.0011043393149740603,-0.003096659000285918,ENTER,1.0,1.2610119576313124,1.1420906617401474,2.5943501267845575,-1.2610119576313124,0.0036898969855534204,1.2261525454740458,1.0536822549249238,0.002858874929003365
2021-03-02,2021-03-01,3870.29,3885.693503097666,-0.008113671312553805,-0.004141635182420501,0.02351213008199693,-0.0007775708676716789,-0.0026181531921572712,EXIT,0.0,2.6516058986679165,3.2136010281707885,0.8498275950950216,-2.6516058986679165,-0.0002,1.2209347810999562,1.0575343718228158,-0.003972036130133304
2021-03-03,2021-03-02,3819.72,3877.1378109396474,-0.013152318131986362,0.0017677641896208264,-0.008113671312553805,-0.0007778622748418055,-0.00266799628422456,ENTER,1.0,-0.9070566648884392,-3.558662563556356,-6.772263591727144,0.9070566648884392,-0.013352318131986363,1.204981797762733,1.043507689213268,-0.014920082321607188
2021-04-22,2021-04-21,4134.98,4162.635479060634,-0.009253351856793657,-0.0025874412624018366,0.009263025469113728,-0.00014657807146061297,-0.002177650239509595,EXIT,0.0,0.9378997462987503,1.6325372986597846,1.783450391754605,-0.9378997462987503,-0.0002,1.3044347842545911,1.1399068382600002,-0.00666591059439182
2021-04-23,2021-04-22,4180.17,4135.25826616847,0.010869423861540994,6.729338614433315e-05,-0.009253351856793657,-0.00015874590829628265,-0.0021797253858563616,ENTER,1.0,-0.9286537196555498,-1.8665534659543002,-3.4990907646140847,0.9286537196555498,0.010669423861540994,1.3186905745850064,1.152134100409051,0.010802130475396661
2021-05-14,2021-05-13,4173.85,4094.0453069304303,0.014807755166462044,-0.004497562247670005,0.012099654192200049,0.0001034494711363494,-0.0020861669858035564,EXIT,0.0,1.2771724143507206,3.5945556466401984,4.93220955881658,-1.2771724143507206,-0.0002,1.3166968459970854,1.1332562915841575,0.01930531741413205
2021-05-18,2021-05-17,4127.83,4177.22076609293,-0.008553781927838955,0.0033405098172209786,-0.002533244169402593,8.088358761998933e-05,-0.0021047354149041657,ENTER,1.0,-0.2632266806343466,-1.802506233667759,-2.064613372350451,0.2632266806343466,-0.008753781927838955,1.302179221057811,1.1233793066968096,-0.011894291745059933
2021-07-21,2021-07-20,4358.69,4315.944891284357,0.00820806865888457,-0.0016472059951255207,0.015048847488143835,0.0008012431684130822,-0.0013942993801598076,EXIT,0.0,2.088337974425224,4.346862255896596,5.503379032921954,-2.088337974425224,-0.0002,1.3750070979261426,1.1762754172293513,0.009855274654010092
2021-07-23,2021-07-22,4411.79,4376.298925111447,0.010094319060165446,0.002017189175839865,0.002014630238242887,0.0007758997421964977,-0.0014059897870126012,ENTER,1.0,0.2769947832346632,-0.8517184293173491,0.1079063325558628,-0.2769947832346632,0.009894319060165446,1.3917582036253033,1.1879716291171025,0.00807712988432558
2021-11-30,2021-11-29,4567.0,4635.605939784937,-0.019143376992335703,-0.004232989376791864,0.01311385739268367,0.0016303122679937258,-0.0006424646373361457,EXIT,0.0,1.7006905299647328,4.7507708897654854,8.133345943052966,-1.7006905299647328,-0.0002,1.440721275481555,1.2532833001439327,-0.014910387615543839
2021-12-01,2021-11-30,4513.04,4576.652599387109,-0.011885550113429844,0.002111323208723672,-0.019143376992335703,0.0016255778326583089,-0.0006530671031484722,ENTER,1.0,-2.3592289380480262,-4.059919468012759,-8.810690357778245,2.3592289380480262,-0.012085550113429844,1.4236988712720116,1.238227842010819,-0.013996873322153516
2021-12-03,2021-12-02,4538.43,4555.12387186881,-0.008484472537633181,-0.004812884760713413,0.014094625715696196,0.0016299907592848284,-0.0006416490630428899,EXIT,0.0,1.6687779199599673,3.1095590544191394,2.1911112508302852,-1.6687779199599673,-0.0002,1.4317084865959613,1.2555526364665233,-0.0036715877769197677
2021-12-10,2021-12-09,4712.02,4684.577621516964,0.009503806818878857,0.0036628721299189686,-0.007207038387209153,0.0016094535347965123,-0.0006577721812936533,ENTER,1.0,-0.8089695327567379,-1.1549777180742737,0.7915319415469708,0.8089695327567379,0.009303806818878857,1.4864697754531617,1.2672885653991077,0.005840934688959888
2021-12-16,2021-12-15,4668.67,4705.810768885264,-0.008781825842753221,-0.000857981497351183,0.016216212899903937,0.0016284052645648528,-0.000639831498328094,EXIT,0.0,1.8127375266924355,2.6714613140170274,2.50771713389208,-1.8127375266924355,-0.0002,1.4727944377496096,1.2664516324849775,-0.007923844345402038
2021-12-17,2021-12-16,4620.64,4682.0484136258,-0.010341010906644854,0.002861474843448197,-0.008781825842753221,0.0016218079234495834,-0.0006498048059754486,ENTER,1.0,-0.9786201033768165,-2.791357630069252,-5.46281894408628,0.9786201033768165,-0.010541010906644855,1.4576427314081652,1.2531720650077438,-0.01320248575009305
2022-01-31,2022-01-28,4515.55,4427.419382736552,0.01870989151139746,-0.0010002219012471606,0.024055891707797983,0.0017139460432279688,-0.00044846240745789403,EXIT,0.0,2.3413669123950673,2.8942020233023045,3.293505434640762,-2.3413669123950673,-0.0002,1.4244906843662657,1.201729620410011,0.019710113412644618
2022-02-03,2022-02-02,4477.44,4600.210217386286,-0.02469348416817496,0.002357063186551388,0.009378434574516703,0.0017002991759128465,-0.0004694157561827771,ENTER,1.0,0.8825023679805014,0.2350614500557423,1.3630616090865284,-0.8825023679805014,-0.02489348416817496,1.4124683747957372,1.1721836598321678,-0.02705054735472635
2022-02-10,2022-02-09,4504.08,4584.785878440248,-0.018281803510330263,-0.0005220520106282373,0.014412812398356678,0.0017041077949856225,-0.00044865283628355506,EXIT,0.0,1.2818056241783067,0.5295609735631955,-0.5579448199874409,-1.2818056241783067,-0.0002,1.4208723193498924,1.20067318484535,-0.017759751499702027
2022-02-11,2022-02-10,4418.64,4533.891791248395,-0.019151696234066762,0.0065970330637042125,-0.018281803510330263,0.0016987757282837359,-0.0004497211507644735,ENTER,1.0,-1.592504235362344,-2.8743098595406504,-3.403870833103846,1.592504235362344,-0.01935169623406676,1.3939191278068337,1.1776614978136564,-0.025748729297770973
2022-02-16,2022-02-15,4475.01,4467.20568091452,0.0008808327792149129,-0.0008646677422344861,0.01564373921237383,0.0017231952525605992,-0.00044827197863223306,EXIT,0.0,1.3149296589795978,1.643454506472432,0.33632080994832414,-1.3149296589795978,-0.0002,1.4117017987722156,1.1913969042357435,0.001745500521449399
2022-02-18,2022-02-17,4348.87,4415.213442734946,-0.007192042117619479,0.007948094430503615,-0.021400503004024074,0.0017149474169036265,-0.00044855762187072455,ENTER,1.0,-1.7556843004459999,-1.8297109065662267,-0.5888078537068557,1.7556843004459999,-0.007392042117619479,1.3719092474936427,1.1826225184099606,-0.015140136548123094
2022-02-28,2022-02-25,4373.94,4377.441054719038,-0.002445600339324727,-0.0016454855039816207,0.022126148364755238,0.001735492444102184,-0.00043288600217622047,EXIT,0.0,1.7965716367713502,0.5768938490087836,-2.174203655507349,-1.7965716367713502,-0.0002,1.3798179145346592,1.1921140093592042,-0.0008001148353431065
2022-03-01,2022-02-28,4306.26,4401.386545219853,-0.015594426756136315,0.006255410457340063,-0.002445600339324727,0.0017350233438306634,-0.0004398280246998956,ENTER,1.0,-0.19996447442754509,-1.9965361111988953,-2.5734299602076787,0.19996447442754509,-0.015794426756136314,1.358467352694371,1.1734331669004574,-0.02184983721347638
2022-03-10,2022-03-09,4259.52,4263.719923789921,-0.004301081899390269,-0.0033155589838308134,0.025373672345635256,0.0017921324807280124,-0.0004283537702202022,EXIT,0.0,1.9512295977171779,2.5273879773243815,0.7256705539976378,-1.9512295977171779,-0.0002,1.3437225941184996,1.1654666497504467,-0.0009855229155594555
2022-03-14,2022-03-11,4173.11,4218.346744037016,-0.007448628397105139,0.003333094879374382,-0.013046288284511931,0.0017796434762401862,-0.0004294397321715819,ENTER,1.0,-1.000948355062404,-0.6693571725437046,1.6134636076921727,1.000948355062404,-0.007648628397105139,1.3164634030928015,1.1565864324704558,-0.010781723276479522
2022-03-16,2022-03-15,4357.86,4246.268207007867,0.0221369988429565,-0.003803584066902228,0.02118255114065626,0.0018045617126174046,-0.0004270156326820166,EXIT,0.0,1.6104806832686038,2.1905189245999286,1.7696088108688492,-1.6104806832686038,-0.0002,1.374745263317287,1.181110960244791,0.02594058290985873
2022-03-22,2022-03-21,4511.61,4471.745267727523,0.011240769260245642,0.002365467601555384,-0.00043476799985597836,0.0017778593327419248,-0.0004322017330876559,ENTER,1.0,-0.03270723976518786,-0.9000506940309074,-0.8572701487154876,0.03270723976518786,0.011040769260245642,1.4232477586326542,1.1942235873722344,0.008875301658690257
2022-03-25,2022-03-24,4543.06,4516.864814306259,0.005053402374178617,-0.0007292634262910588,0.014242030309045361,0.001795239788700361,-0.00042889675119589207,EXIT,0.0,1.0591555443508966,1.9877840584712376,3.7581767999980906,-1.0591555443508966,-0.0002,1.4331690820646443,1.196247499742393,0.005782665800469676
2022-04-12,2022-04-11,4397.45,4422.501712415211,-0.0034233936348684324,0.0022573131538181626,-0.017021333762949453,0.0017356934870756927,-0.0004513137895091654,ENTER,1.0,-1.2424012450772326,-1.047950050209994,-0.5427247813609932,1.2424012450772326,-0.0036233936348684325,1.3872344586963787,1.1919208674457498,-0.005680706788686595
2022-04-13,2022-04-12,4446.59,4393.662464190507,0.011112682823132047,-0.00086167389150541,-0.0034233936348684324,0.001754962714332575,-0.00045045621480048514,EXIT,0.0,-0.2498418236456189,0.9925594214316137,2.0405094716416077,0.2498418236456189,-0.0002,1.4027363293942456,1.1916825071090889,0.011974356714637457
2022-04-18,2022-04-14,4391.69,4401.824282032616,-0.00020491150171686456,0.0021000342103943822,-0.012218479951524586,0.0017356264727511899,-0.00045270537381026526,ENTER,1.0,-0.8968153402228262,-1.7144100666878548,-2.7818466167985023,0.8968153402228262,-0.00040491150171686455,1.3854173896035882,1.1912000788325359,-0.002304945712111247
2022-04-20,2022-04-19,4459.45,4456.378610637894,-0.000618718957692721,-0.001307693503466138,0.01593004016149635,0.0017421612390443215,-0.00045171831654370763,EXIT,0.0,1.1812216124860613,1.1963404582361732,0.31464396376345893,-1.1812216124860613,-0.0002,1.4067931885146079,1.210085851480223,0.0006889745457734171
2022-04-22,2022-04-21,4271.78,4407.105324309839,-0.02813199052103066,0.003055492170253975,-0.01486284731647558,0.0017350903581551664,-0.0004746156610876966,ENTER,1.0,-1.0987176059715693,-1.0528267682087316,0.17428568204016748,1.0987176059715693,-0.028331990521030657,1.3475901752083626,1.1762828252313509,-0.031187482691284633
2022-04-26,2022-04-25,4175.2,4285.523960200584,-0.028550028430272434,-0.002469467443149364,0.005681687572860028,0.0017613634519767006,-0.00045256436562932843,EXIT,0.0,0.4053933110795755,2.41330979972098,3.322508682390815,-0.4053933110795755,-0.0002,1.3171227215657069,1.1827485455152154,-0.02608056098712307
2022-04-27,2022-04-26,4183.96,4207.690097824225,0.002095905140411247,0.007751565422026773,-0.028550028430272434,0.0017501621610994792,-0.0004724387331780479,ENTER,1.0,-2.021608909470386,-2.4270022205499617,-4.840312020270941,2.021608909470386,0.0018959051404112471,1.3198861808109932,1.1849930515754454,-0.005655660281615526
2022-04-28,2022-04-27,4287.5,4175.64556894284,0.024445646004581434,-0.001989192846527318,0.002095905140411247,0.0017682568698555948,-0.0004572002378105019,EXIT,0.0,0.15088753932690063,2.1724964487972867,4.599498669347248,-0.15088753932690063,-0.0002,1.3525492596074373,1.1847560766634115,0.02643483885110875
2022-05-02,2022-04-29,4155.38,4159.673548173717,0.005659270037375208,0.006691987032024409,-0.03695920232685879,0.0017485619766884491,-0.0005028490062968546,ENTER,1.0,-2.4779045083137725,-4.193850428998159,-5.758908810355645,2.4779045083137725,0.005459270037375208,1.310870237291557,1.1912416672015513,-0.001032716994649201
2022-05-03,2022-05-02,4175.48,4150.316048269576,0.004825441551572496,-0.0012193926501688256,0.005659270037375208,0.0017680105297382107,-0.0004971929484482743,EXIT,0.0,0.38666060539495456,2.864565113708727,7.058415542706886,-0.38666060539495456,-0.0002,1.3172110513132729,1.191003442691356,0.006044834201741321
2022-05-06,2022-05-05,4123.34,4187.782237958171,-0.005690318260649363,0.009817462178809258,-0.03630072399124984,0.0017357605014001957,-0.0005192539276534236,ENTER,1.0,-2.2994597725874675,-4.241016825817212,-5.852831530037863,2.2994597725874675,-0.005890318260649363,1.3007627904629104,1.1840086742944909,-0.015507780439458621
2022-05-11,2022-05-10,3935.18,3995.996906179125,-0.016600202520525187,-0.0012637401162346048,0.002454867109817016,0.0017661640052097946,-0.000511737097201767,EXIT,0.0,0.15471386864516065,2.1876795820016874,3.8572147803486003,-0.15471386864516065,-0.0002,1.2414052000984228,1.1486635944268384,-0.015336462404290582
2022-05-19,2022-05-18,3900.79,3971.8545296906295,-0.005850892213604908,0.012203132628863047,-0.04123376798544065,0.0017321752224402297,-0.0005182476043252876,ENTER,1.0,-2.432756914284671,-3.667430462270004,-5.149950030474568,2.432756914284671,-0.006050892213604908,1.2305564143169894,1.141734140658694,-0.018054024842467955
2022-05-24,2022-05-23,3941.48,3968.483261840124,-0.008153945948249586,-0.0013262614577649468,0.01838502294652855,0.0017613634519767006,-0.0005093130724095181,EXIT,0.0,1.107859988280107,1.0990993475273376,0.7423115816779997,-1.107859988280107,-0.0002,1.2433926194186624,1.1628564313811989,-0.006827684490484639
2022-05-25,2022-05-24,3978.73,3956.940290955881,0.009406385602540368,0.003914785521950937,-0.008153945948249586,0.0017501621610994792,-0.0005155640754502581,ENTER,1.0,-0.49072489863941227,-1.5985848869195194,-2.6976842344468572,0.49072489863941227,0.009206385602540368,1.2551436304788108,1.173611568091972,0.005491600080589431
2022-05-31,2022-05-27,4132.15,4151.879232276214,-0.006294055196399029,-0.001530849025916452,0.024441095491292586,0.0017485619766884491,-0.0005028490062968546,EXIT,0.0,1.4444218370606674,0.258493872797112,-0.3599676454584001,-1.4444218370606674,-0.0002,1.303542022877404,1.2263165966994591,-0.004763206170482577
2022-06-01,2022-05-31,4101.23,4150.503109458571,-0.0075109239121431415,0.0044317054581330334,-0.006294055196399029,0.0017373606858112275,-0.0005128805465752284,ENTER,1.0,-0.3722001885246814,-1.8166220255853487,-2.0751158983824607,0.3722001885246814,-0.007710923912143141,1.293787895039022,1.216896926583006,-0.011942629370276174
2022-06-16,2022-06-15,3666.77,3782.4146809952213,-0.03305221501708466,-0.002000770389581101,0.014487056184645297,0.001806987587387531,-0.00044947612941913625,EXIT,0.0,0.8406531194685195,1.0619147775025164,-1.0169611493530706,-0.8406531194685195,-0.0002,1.1567316731546962,1.1243224275590904,-0.03105144462750356
2022-06-17,2022-06-16,3674.84,3700.645462487493,0.002198428750711301,0.009196088205266784,-0.03305221501708466,0.0018035140119262584,-0.00045106876816382817,ENTER,1.0,-1.8811282884383052,-2.7217814079068248,-3.783696185409341,1.8811282884383052,0.001998428750711301,1.1592774626649085,1.126571552432769,-0.006997659454555483
2022-06-21,2022-06-17,3764.79,3672.9545997277933,0.024182488501784505,-0.0005131880833074366,0.002198428750711301,0.0018091851923210814,-0.0004502111934551479,EXIT,0.0,0.12529531493737892,2.006423603375684,4.728205011282508,-0.12529531493737892,-0.0002,1.18765339407055,1.1263462606522117,0.02469567658509194
2022-06-28,2022-06-27,3821.55,3908.3594657901913,-0.02034865838324862,0.0021129541187371492,-0.0029775299301260105,0.0017876721219823601,-0.00045249386153886,ENTER,1.0,-0.163988793045488,-1.8215365739336653,-2.9447496456107247,0.163988793045488,-0.020548658383248618,1.2055590957557545,1.1034375340098133,-0.022461612501985768
2022-07-05,2022-07-01,3831.39,3823.3511789307536,0.0015829235665787422,-0.000517428055138896,0.010498459915641689,0.0018173873996880185,-0.0004498436614371421,EXIT,0.0,0.576670709166446,1.0610314706251291,1.506283448566291,-0.576670709166446,-0.0002,1.2086632554559376,1.1043080906564073,0.002100351621717638
2022-07-06,2022-07-05,3845.08,3842.8179117445657,0.0035667473495824,0.0029782670272139487,0.0015829235665787422,0.001812847867210332,-0.00045143630018183397,ENTER,1.0,0.08701851030541198,-0.48965219886103406,-1.5506836694861632,-0.08701851030541198,0.0033667473495823997,1.2129819491851574,1.1080322826827589,0.0005884803223684511
2022-07-18,2022-07-15,3830.85,3855.4637396457297,-0.00839879072885985,-0.0019942060047096507,0.01901922349251528,0.0018366216397159795,-0.00043609806201795853,EXIT,0.0,1.0440805816033951,1.2094591558055101,1.1288802529383999,-1.0440805816033951,-0.0002,1.2084929052284903,1.1130197492833713,-0.0064045847241501995
